,Relacao Bloco,Relacao Base Toda
0,96.39639639639638,43.55855855855861
1,100.0,60.65040650406503
2,100.0,83.33333333333334
3,100.0,62.5
4,100.0,71.42857142857143
5,100.0,83.33333333333334
6,100.0,72.77777777777779
7,100.0,100.0
8,100.0,25.0
9,100.0,41.66666666666667
10,100.0,61.11111111111111
11,100.0,83.33333333333334
12,100.0,82.43589743589743
13,100.0,100.0
14,100.0,75.0
15,100.0,73.14814814814814
16,100.0,100.0
17,100.0,100.0
18,100.0,75.0
19,100.0,75.0
20,100.0,91.11111111111111
21,100.0,83.33333333333334
22,100.0,100.0
23,100.0,76.92307692307693
24,100.0,50.83333333333333
25,100.0,75.0
26,100.0,80.0
27,98.27586206896551,68.85057471264369
28,100.0,73.33333333333334
29,100.0,73.88888888888889
30,100.0,48.33333333333334
31,100.0,85.0
32,100.0,57.29166666666667
33,100.0,100.0
34,100.0,67.85714285714286
35,100.0,87.5925925925926
36,100.0,100.0
37,100.0,77.19298245614034
38,100.0,67.03703703703704
39,100.0,100.0
40,100.0,71.0
41,100.0,100.0
42,100.0,77.77777777777777
43,100.0,80.0
44,100.0,50.0
45,100.0,50.0
46,100.0,79.16666666666666
47,100.0,72.14285714285714
48,100.0,71.42857142857143
49,100.0,59.583333333333336
50,100.0,77.77777777777777
51,100.0,72.22222222222221
52,100.0,51.33333333333333
53,80.0,46.666666666666664
54,100.0,100.0
55,100.0,52.77777777777778
56,100.0,29.166666666666664
57,100.0,53.333333333333336
58,100.0,91.66666666666666
59,100.0,75.0
60,100.0,70.0
61,100.0,59.00000000000001
62,100.0,66.66666666666666
63,100.0,100.0
64,100.0,75.0
65,100.0,66.66666666666666
66,100.0,53.333333333333336
67,100.0,68.75
68,100.0,75.0
69,100.0,62.33333333333333
70,100.0,78.33333333333333
71,100.0,83.33333333333334
72,100.0,100.0
73,100.0,70.0
74,100.0,62.5
75,100.0,75.12820512820511
76,100.0,47.70833333333334
77,100.0,50.0
78,100.0,52.22222222222223
79,100.0,45.83333333333333
80,100.0,75.0
81,100.0,37.22222222222222
82,100.0,75.0
83,100.0,59.24242424242424
84,100.0,50.0
85,100.0,55.00000000000001
86,100.0,86.66666666666666
87,100.0,75.0
88,100.0,63.33333333333334
89,92.85714285714286,60.95238095238095
90,100.0,100.0
91,100.0,78.46153846153847
92,100.0,80.55555555555554
93,100.0,81.25
94,100.0,65.79999999999998
95,100.0,55.45454545454545
96,100.0,66.66666666666666
97,100.0,87.5
98,100.0,75.0
99,91.66666666666666,70.83333333333334
100,100.0,72.91666666666666
101,100.0,72.5
102,100.0,95.0
103,100.0,65.25641025641026
104,100.0,80.60606060606061
105,100.0,58.33333333333333
106,100.0,87.5
107,100.0,20.0
108,100.0,100.0
109,100.0,100.0
110,100.0,26.666666666666668
111,100.0,76.66666666666666
112,100.0,91.66666666666666
113,100.0,70.0
114,100.0,66.66666666666666
115,100.0,20.0
116,100.0,83.33333333333334
117,100.0,70.83333333333333
118,100.0,41.666666666666664
119,100.0,34.0
120,100.0,74.54545454545453
121,90.47619047619048,68.88888888888887
122,94.44444444444444,78.33333333333333
123,100.0,70.0
124,100.0,52.380952380952394
125,94.11764705882352,71.27450980392157
126,100.0,62.83333333333333
127,97.50000000000001,59.999999999999986
128,100.0,67.42063492063491
129,100.0,100.0
130,100.0,75.0
131,100.0,100.0
132,100.0,50.0
133,100.0,88.88888888888889
134,100.0,33.33333333333333
135,100.0,82.63888888888889
136,100.0,93.33333333333333
137,100.0,80.0
138,100.0,100.0
139,100.0,38.888888888888886
140,100.0,100.0
141,100.0,75.0
142,100.0,62.5
143,100.0,71.66666666666666
144,100.0,59.166666666666664
145,100.0,84.72222222222223
146,100.0,83.83333333333333
147,100.0,20.0
148,100.0,34.444444444444436
149,100.0,70.83333333333334
150,100.0,70.0
151,100.0,83.33333333333333
152,100.0,100.0
153,100.0,33.33333333333333
154,100.0,100.0
155,100.0,60.0
156,100.0,60.71428571428571
157,100.0,58.333333333333336
158,100.0,76.66666666666666
159,100.0,78.33333333333333
160,100.0,50.0
161,100.0,20.0
162,100.0,50.0
163,100.0,62.5
164,100.0,75.0
165,100.0,61.66666666666667
166,100.0,41.666666666666664
167,100.0,41.25
168,100.0,87.5
169,100.0,56.42857142857143
170,100.0,33.33333333333333
171,100.0,41.666666666666664
172,100.0,100.0
173,100.0,76.1904761904762
174,100.0,100.0
175,100.0,50.0
176,100.0,20.0
177,100.0,100.0
178,100.0,80.0
179,100.0,61.66666666666667
180,100.0,67.5
181,100.0,100.0
182,100.0,100.0
183,100.0,68.75
184,100.0,75.0
185,100.0,87.5
186,100.0,90.0
187,80.0,70.0
188,100.0,62.962962962962955
189,100.0,61.111111111111114
190,100.0,100.0
191,100.0,75.0
192,100.0,63.57142857142858
193,100.0,83.33333333333333
194,93.75,72.91666666666667
195,100.0,52.33333333333333
196,100.0,100.0
197,100.0,50.0
198,100.0,54.0
199,100.0,100.0
200,100.0,100.0
201,100.0,75.20833333333333
202,100.0,86.66666666666666
203,100.0,66.66666666666666
204,100.0,60.0
205,100.0,100.0
206,100.0,83.33333333333334
207,100.0,70.83333333333333
208,100.0,33.33333333333333
209,100.0,66.66666666666667
210,100.0,25.0
211,100.0,87.5
212,100.0,82.5
213,100.0,62.03703703703704
214,100.0,50.0
215,100.0,75.0
216,100.0,66.66666666666666
217,100.0,38.333333333333336
218,100.0,63.05555555555556
219,100.0,82.5
220,100.0,68.88888888888889
221,100.0,36.33333333333333
222,100.0,65.0
223,100.0,54.166666666666664
224,100.0,81.25
225,100.0,100.0
226,100.0,83.33333333333334
227,100.0,46.666666666666664
228,100.0,83.75
229,100.0,100.0
230,100.0,70.0
231,100.0,77.77777777777777
232,100.0,70.0
233,100.0,63.75000000000001
234,100.0,66.66666666666666
235,100.0,77.77777777777777
236,50.0,50.0
237,100.0,50.0
238,100.0,88.88888888888889
239,100.0,90.0
240,100.0,100.0
241,100.0,60.416666666666664
242,100.0,76.66666666666666
243,100.0,76.1904761904762
244,88.88888888888889,78.33333333333333
245,100.0,76.85185185185186
246,100.0,78.50877192982458
247,100.0,85.41666666666666
248,100.0,100.0
249,100.0,77.22222222222223
250,100.0,50.83333333333333
251,100.0,83.33333333333333
252,92.3076923076923,75.64102564102562
253,100.0,77.77777777777777
254,75.0,50.0
255,100.0,66.66666666666666
256,100.0,62.42424242424243
257,100.0,70.29411764705881
258,100.0,35.0
259,100.0,33.33333333333333
260,100.0,66.66666666666666
261,100.0,80.0
262,100.0,91.66666666666666
263,100.0,100.0
264,100.0,87.5
265,100.0,81.25
266,100.0,75.0
267,100.0,80.0
268,100.0,83.33333333333334
269,100.0,93.33333333333333
270,100.0,70.0
271,88.88888888888889,47.03703703703705
272,100.0,72.0
273,100.0,91.66666666666666
274,83.33333333333334,50.555555555555564
275,100.0,80.0
276,100.0,41.666666666666664
277,100.0,91.66666666666666
278,100.0,88.125
279,100.0,83.33333333333334
280,100.0,62.5
281,100.0,69.44444444444446
282,100.0,100.0
283,66.66666666666666,50.0
284,100.0,100.0
285,100.0,50.0
286,100.0,66.66666666666666
287,100.0,50.0
288,100.0,75.0
289,74.99999999999999,28.749999999999996
290,100.0,50.0
291,100.0,65.0
292,100.0,73.33333333333334
293,100.0,66.19047619047619
294,100.0,59.833333333333336
295,100.0,61.92307692307693
296,100.0,78.125
297,100.0,68.88888888888887
298,100.0,88.88888888888889
299,100.0,94.44444444444443
300,100.0,100.0
301,100.0,61.111111111111114
302,100.0,77.77777777777777
303,100.0,45.714285714285715
304,100.0,79.10256410256409
305,100.0,83.33333333333333
306,100.0,40.0
307,100.0,100.0
308,100.0,68.07692307692308
309,100.0,76.30952380952381
310,100.0,64.72222222222223
311,100.0,75.0
312,100.0,35.0
313,100.0,55.20833333333333
314,100.0,75.0
315,100.0,100.0
316,100.0,66.66666666666666
317,100.0,100.0
318,100.0,52.77777777777778
319,100.0,50.0
320,100.0,35.0
321,100.0,100.0
322,100.0,70.55555555555554
323,100.0,85.00000000000001
324,100.0,88.88888888888889
325,100.0,85.0
326,100.0,65.0
327,100.0,100.0
328,100.0,56.666666666666664
329,100.0,100.0
330,100.0,20.0
331,100.0,100.0
332,100.0,80.55555555555557
333,100.0,79.16666666666666
334,100.0,100.0
335,100.0,63.21428571428572
336,100.0,100.0
337,100.0,83.33333333333333
338,100.0,33.33333333333333
339,100.0,80.83333333333333
340,87.5,62.083333333333336
341,100.0,75.0
342,100.0,100.0
343,100.0,61.66666666666668
344,100.0,75.41666666666667
345,100.0,87.5
346,100.0,76.48148148148147
347,100.0,84.00000000000001
348,100.0,28.749999999999996
349,100.0,100.0
350,100.0,51.11111111111111
351,100.0,50.0
352,100.0,58.333333333333336
353,100.0,87.5
354,100.0,76.38888888888889
355,100.0,72.97619047619047
356,100.0,100.0
357,100.0,100.0
358,100.0,100.0
359,100.0,100.0
360,100.0,100.0
361,100.0,58.33333333333333
362,100.0,50.0
363,100.0,41.666666666666664
364,100.0,90.0
365,100.0,50.0
366,100.0,33.33333333333333
367,100.0,88.88888888888889
368,100.0,62.5
369,87.49999999999999,45.20833333333334
370,66.66666666666666,66.66666666666666
371,100.0,100.0
372,100.0,50.0
373,100.0,83.33333333333333
374,100.0,50.0
375,100.0,82.22222222222223
376,100.0,87.5
377,100.0,60.0
378,100.0,68.75
379,100.0,62.5
380,100.0,100.0
381,100.0,40.0
382,100.0,57.08333333333333
383,100.0,69.44444444444446
384,100.0,47.222222222222214
385,100.0,81.875
386,100.0,62.5
387,100.0,54.0
388,100.0,82.22222222222223
389,100.0,87.03703703703704
390,100.0,93.75
391,100.0,40.0
392,100.0,36.11111111111111
393,100.0,66.66666666666666
394,100.0,76.66666666666666
395,100.0,79.16666666666666
396,100.0,70.66666666666667
397,100.0,33.33333333333333
398,100.0,50.0
399,100.0,74.16666666666666
400,100.0,64.76190476190476
401,100.0,80.0
402,100.0,100.0
403,100.0,66.66666666666666
404,100.0,81.25
405,100.0,100.0
406,100.0,40.0
407,100.0,83.33333333333333
408,100.0,72.22222222222221
409,100.0,33.33333333333333
410,100.0,76.80555555555556
411,100.0,33.33333333333333
412,100.0,73.33333333333333
413,100.0,100.0
414,100.0,91.66666666666666
415,100.0,58.333333333333336
416,100.0,100.0
417,100.0,76.92307692307693
418,100.0,87.5
419,100.0,75.5952380952381
420,98.33333333333333,84.61111111111113
421,100.0,100.0
422,100.0,74.16666666666669
423,96.0,76.53333333333333
424,100.0,70.0
425,100.0,90.5128205128205
426,91.30434782608694,77.17391304347827
427,100.0,60.0
428,100.0,100.0
429,100.0,50.0
430,100.0,75.0
431,100.0,60.66666666666667
432,100.0,100.0
433,100.0,75.0
434,100.0,63.33333333333333
435,100.0,100.0
436,100.0,72.22222222222221
437,100.0,83.33333333333333
438,100.0,73.33333333333334
439,100.0,71.66666666666667
440,100.0,62.5
441,100.0,62.5
442,100.0,85.25641025641026
443,100.0,67.85714285714286
444,100.0,70.60606060606061
445,100.0,72.77777777777777
446,100.0,70.625
447,100.0,100.0
448,100.0,69.44444444444446
449,100.0,67.85714285714286
450,100.0,100.0
451,100.0,59.00000000000001
452,100.0,100.0
453,100.0,70.76923076923076
454,100.0,70.87719298245614
455,100.0,60.66666666666667
456,100.0,67.83333333333333
457,100.0,36.11111111111111
458,100.0,100.0
459,100.0,86.0
460,100.0,70.83333333333333
461,100.0,70.0
462,100.0,60.0
463,100.0,52.77777777777778
464,100.0,70.0
465,100.0,100.0
466,100.0,88.88888888888889
467,100.0,60.0
468,100.0,63.33333333333333
469,100.0,100.0
470,100.0,50.0
471,100.0,33.33333333333333
472,100.0,55.714285714285715
473,100.0,71.2962962962963
474,100.0,51.11111111111111
475,100.0,94.44444444444444
476,100.0,66.66666666666666
477,83.33333333333334,56.94444444444444
478,100.0,77.27272727272727
479,100.0,100.0
480,100.0,66.66666666666666
481,100.0,90.0
482,100.0,25.0
483,100.0,50.0
484,100.0,61.66666666666667
485,83.33333333333334,59.166666666666664
486,100.0,50.0
487,100.0,65.0
488,85.7142857142857,54.04761904761906
489,75.0,57.50000000000001
490,100.0,75.0
491,100.0,25.0
492,100.0,81.875
493,100.0,61.66666666666667
494,100.0,80.0
495,100.0,76.66666666666667
496,100.0,45.0
497,66.66666666666666,37.77777777777778
498,100.0,61.45833333333333
499,100.0,88.54166666666666
500,100.0,100.0
501,100.0,62.5
502,100.0,81.94444444444446
503,100.0,80.0
504,92.85714285714286,70.23809523809524
505,100.0,74.80392156862746
506,100.0,66.66666666666666
507,100.0,68.75
508,100.0,85.83333333333331
509,100.0,63.888888888888886
510,100.0,33.33333333333333
511,100.0,33.33333333333333
512,100.0,62.03703703703704
513,100.0,72.22222222222221
514,88.88888888888889,62.962962962962955
515,100.0,100.0
516,100.0,88.88888888888889
517,100.0,66.66666666666666
518,100.0,61.25000000000001
519,100.0,52.08333333333333
520,100.0,75.0
521,100.0,66.66666666666666
522,100.0,63.888888888888886
523,100.0,72.5
524,100.0,95.0
525,100.0,83.33333333333334
526,100.0,51.11111111111111
527,100.0,82.5
528,100.0,100.0
529,100.0,62.5
530,100.0,84.375
531,100.0,60.0
532,100.0,80.0
533,100.0,100.0
534,100.0,75.0
535,100.0,75.0
536,100.0,100.0
537,100.0,100.0
538,100.0,83.33333333333334
539,100.0,87.5
540,90.9090909090909,72.42424242424242
541,100.0,100.0
542,100.0,71.66666666666667
543,100.0,100.0
544,100.0,68.75
545,100.0,70.0
546,100.0,56.666666666666664
547,100.0,100.0
548,50.0,50.0
549,100.0,100.0
550,100.0,83.33333333333334
551,100.0,57.50000000000001
552,100.0,66.66666666666666
553,100.0,37.5
554,100.0,87.5
555,100.0,66.66666666666666
556,100.0,75.0
557,75.0,55.41666666666667
558,100.0,50.0
559,100.0,75.0
560,100.0,75.0
561,100.0,50.0
562,100.0,33.33333333333333
563,100.0,41.666666666666664
564,100.0,75.0
565,100.0,100.0
566,100.0,50.0
567,100.0,50.0
568,100.0,87.5
569,100.0,33.33333333333333
570,100.0,62.5
571,100.0,25.0
572,100.0,75.0
573,100.0,37.5
574,100.0,60.0
575,100.0,50.0
576,75.0,27.916666666666668
577,100.0,50.0
578,100.0,89.30555555555556
579,100.0,81.66666666666667
580,100.0,77.17948717948718
581,100.0,80.0
582,100.0,89.0909090909091
583,100.0,100.0
584,100.0,69.77777777777779
585,96.29629629629628,91.91358024691358
586,90.9090909090909,76.36363636363637
587,100.0,88.61111111111111
588,100.0,76.42857142857142
589,100.0,66.66666666666666
590,100.0,58.333333333333336
591,100.0,78.33333333333333
592,100.0,43.75
593,100.0,51.66666666666666
594,100.0,100.0
595,100.0,60.00000000000001
596,100.0,76.66666666666667
597,100.0,37.5
598,100.0,100.0
599,100.0,100.0
600,100.0,80.0
601,100.0,71.66666666666667
602,83.33333333333334,75.0
603,100.0,83.33333333333334
604,100.0,51.11111111111111
605,100.0,75.0
606,95.0,67.75
607,100.0,66.66666666666667
608,100.0,74.58333333333333
609,100.0,90.74074074074073
610,100.0,56.666666666666664
611,100.0,68.0
612,100.0,87.5
613,100.0,88.88888888888889
614,100.0,55.55555555555556
615,100.0,20.0
616,100.0,66.66666666666666
617,100.0,100.0
618,100.0,88.75
619,100.0,63.88888888888889
620,100.0,72.22222222222221
621,100.0,82.22222222222221
622,100.0,66.42857142857143
623,100.0,100.0
624,100.0,100.0
625,100.0,64.54545454545455
626,100.0,68.75
627,100.0,100.0
628,100.0,25.0
629,100.0,100.0
630,100.0,100.0
631,100.0,75.0
632,75.0,66.66666666666666
633,100.0,33.33333333333333
634,100.0,70.0
635,100.0,60.0
636,100.0,75.0
637,100.0,86.1111111111111
638,100.0,88.88888888888889
639,100.0,83.74999999999999
640,100.0,100.0
641,100.0,100.0
642,100.0,55.166666666666664
643,100.0,50.0
644,100.0,55.833333333333336
645,100.0,83.33333333333333
646,100.0,61.11111111111111
647,100.0,50.0
648,100.0,83.33333333333334
649,100.0,45.0
650,80.0,56.666666666666664
651,100.0,76.66666666666666
652,100.0,100.0
653,100.0,78.57142857142856
654,100.0,71.11111111111111
655,100.0,100.0
656,100.0,68.33333333333333
657,100.0,55.333333333333336
658,100.0,62.5
659,100.0,29.166666666666664
660,100.0,41.66666666666667
661,100.0,68.33333333333333
662,100.0,75.55555555555556
663,100.0,90.0
