,Relacao Bloco,Relacao Base Toda
461,100.0,62.5
462,100.0,100.0
463,100.0,83.33333333333334
464,100.0,83.33333333333334
465,100.0,50.0
466,100.0,75.0
467,100.0,100.0
468,100.0,100.0
469,100.0,100.0
470,100.0,100.0
471,100.0,100.0
472,100.0,75.0
473,100.0,100.0
474,100.0,50.0
475,100.0,100.0
476,100.0,100.0
477,100.0,50.0
478,100.0,33.33333333333333
479,100.0,100.0
480,100.0,100.0
481,100.0,100.0
482,100.0,66.66666666666666
483,100.0,100.0
484,100.0,100.0
485,100.0,90.0
486,100.0,100.0
487,100.0,83.33333333333333
488,92.85714285714286,89.28571428571429
489,100.0,100.0
490,100.0,88.88888888888889
491,100.0,76.66666666666666
492,100.0,66.66666666666666
493,100.0,100.0
494,100.0,50.0
495,100.0,66.66666666666666
496,100.0,70.83333333333333
497,100.0,58.333333333333336
498,100.0,50.0
499,100.0,100.0
500,100.0,80.0
501,100.0,73.33333333333334
502,100.0,100.0
503,100.0,75.0
504,100.0,50.0
505,100.0,82.14285714285714
506,100.0,100.0
507,100.0,86.66666666666666
508,100.0,100.0
509,100.0,100.0
510,100.0,100.0
511,100.0,100.0
512,100.0,100.0
513,100.0,66.66666666666666
514,100.0,50.0
515,100.0,100.0
516,100.0,75.0
517,100.0,83.33333333333334
518,100.0,50.0
519,100.0,94.44444444444444
520,100.0,94.44444444444443
521,100.0,100.0
522,100.0,75.0
523,100.0,83.33333333333334
524,100.0,100.0
525,100.0,75.0
526,66.66666666666666,55.55555555555555
527,100.0,83.33333333333333
528,100.0,75.0
529,100.0,100.0
530,100.0,100.0
531,100.0,89.58333333333334
532,100.0,100.0
533,100.0,77.5
534,100.0,100.0
535,100.0,100.0
536,100.0,83.33333333333334
537,100.0,100.0
538,100.0,41.666666666666664
539,100.0,100.0
540,100.0,76.66666666666666
541,100.0,100.0
542,100.0,75.0
543,100.0,72.61904761904762
544,100.0,100.0
545,100.0,76.66666666666666
546,50.0,50.0
547,100.0,50.0
548,100.0,66.66666666666666
549,100.0,83.33333333333333
550,100.0,75.0
551,100.0,100.0
552,100.0,75.0
553,100.0,25.0
554,100.0,100.0
555,100.0,100.0
556,100.0,50.0
557,100.0,100.0
558,100.0,100.0
559,100.0,100.0
560,100.0,33.33333333333333
561,100.0,100.0
562,100.0,66.66666666666666
563,100.0,100.0
564,100.0,50.0
565,100.0,75.0
566,100.0,100.0
567,100.0,100.0
568,100.0,66.66666666666666
569,100.0,66.66666666666666
570,100.0,75.0
571,100.0,83.33333333333333
572,100.0,83.33333333333334
573,100.0,100.0
574,100.0,100.0
575,100.0,90.0
576,100.0,100.0
577,100.0,72.22222222222221
578,100.0,100.0
579,100.0,100.0
580,100.0,100.0
581,100.0,100.0
582,100.0,100.0
583,100.0,100.0
584,100.0,100.0
585,100.0,100.0
586,100.0,75.0
587,100.0,100.0
588,100.0,100.0
589,100.0,100.0
590,100.0,100.0
591,100.0,100.0
592,83.33333333333334,83.33333333333334
593,100.0,100.0
594,100.0,100.0
595,100.0,90.0
596,100.0,100.0
597,100.0,75.0
598,100.0,100.0
599,100.0,90.0
600,100.0,100.0
601,100.0,50.0
602,100.0,100.0
603,100.0,91.66666666666666
604,100.0,75.0
605,100.0,87.5
606,100.0,100.0
607,100.0,87.5
608,100.0,100.0
609,100.0,100.0
610,100.0,85.0
611,100.0,87.5
612,100.0,75.0
613,100.0,100.0
614,100.0,100.0
615,100.0,100.0
616,100.0,100.0
617,100.0,100.0
618,100.0,25.0
619,100.0,50.0
620,100.0,100.0
621,100.0,33.33333333333333
622,100.0,100.0
623,100.0,100.0
624,100.0,33.33333333333333
625,100.0,100.0
626,100.0,33.33333333333333
627,100.0,50.0
628,100.0,100.0
629,100.0,100.0
630,100.0,100.0
631,100.0,100.0
632,100.0,100.0
633,100.0,66.66666666666666
634,100.0,87.5
635,100.0,100.0
636,100.0,75.0
637,100.0,75.0
638,100.0,100.0
639,100.0,75.0
640,100.0,100.0
641,100.0,100.0
642,100.0,100.0
643,100.0,100.0
644,100.0,25.0
645,100.0,100.0
646,100.0,66.66666666666666
647,100.0,100.0
648,100.0,66.66666666666666
649,100.0,100.0
650,100.0,50.0
651,100.0,25.0
652,100.0,75.0
653,100.0,100.0
654,100.0,66.66666666666666
655,100.0,100.0
656,100.0,100.0
657,100.0,100.0
658,100.0,50.0
659,100.0,100.0
660,100.0,100.0
661,100.0,100.0
662,100.0,100.0
663,100.0,100.0
664,85.71428571428571,78.57142857142857
665,100.0,50.0
666,100.0,75.0
667,100.0,83.33333333333334
668,83.33333333333334,69.44444444444443
669,100.0,100.0
670,100.0,100.0
671,100.0,100.0
672,100.0,96.96969696969698
673,100.0,75.0
674,100.0,100.0
675,100.0,100.0
676,100.0,100.0
677,100.0,100.0
678,100.0,100.0
679,100.0,100.0
680,100.0,33.33333333333333
681,100.0,100.0
682,100.0,100.0
683,100.0,100.0
684,100.0,56.666666666666664
685,100.0,75.0
686,100.0,100.0
687,100.0,75.0
688,100.0,100.0
689,100.0,100.0
690,100.0,83.33333333333334
691,100.0,100.0
692,100.0,100.0
693,100.0,100.0
694,100.0,66.66666666666666
695,100.0,75.0
696,100.0,66.66666666666666
697,100.0,100.0
698,100.0,87.5
699,100.0,100.0
700,100.0,83.33333333333334
701,100.0,100.0
702,100.0,50.0
703,100.0,91.66666666666666
704,100.0,83.33333333333334
705,100.0,90.0
706,100.0,70.0
707,100.0,100.0
708,100.0,100.0
709,100.0,83.33333333333333
710,100.0,100.0
711,100.0,75.0
712,100.0,50.0
713,100.0,78.94736842105263
714,100.0,100.0
715,100.0,100.0
716,100.0,75.0
717,100.0,100.0
718,100.0,100.0
719,100.0,100.0
720,100.0,100.0
721,100.0,100.0
722,100.0,50.0
723,100.0,75.0
724,100.0,50.0
725,100.0,100.0
726,100.0,100.0
727,100.0,100.0
728,100.0,72.22222222222221
729,100.0,33.33333333333333
730,100.0,100.0
731,100.0,100.0
732,100.0,100.0
733,100.0,100.0
734,100.0,100.0
735,100.0,100.0
736,100.0,100.0
737,100.0,33.33333333333333
738,100.0,100.0
739,100.0,100.0
740,100.0,100.0
741,100.0,100.0
742,100.0,50.0
743,100.0,29.166666666666664
744,100.0,50.0
745,100.0,58.333333333333336
746,100.0,83.33333333333334
747,100.0,66.66666666666666
748,100.0,100.0
749,100.0,25.0
750,100.0,100.0
751,100.0,87.5
752,100.0,88.88888888888889
753,100.0,100.0
754,100.0,100.0
755,100.0,100.0
756,100.0,100.0
757,100.0,100.0
758,100.0,85.7142857142857
759,100.0,52.77777777777778
760,100.0,100.0
761,100.0,83.33333333333334
762,100.0,100.0
763,100.0,100.0
764,100.0,100.0
765,100.0,75.0
766,100.0,50.0
767,100.0,100.0
768,100.0,100.0
769,100.0,100.0
770,100.0,100.0
771,100.0,75.0
772,100.0,100.0
773,100.0,100.0
774,100.0,100.0
775,100.0,100.0
776,100.0,33.33333333333333
777,100.0,50.0
778,100.0,66.66666666666666
779,100.0,100.0
780,100.0,100.0
781,100.0,100.0
782,100.0,100.0
783,100.0,100.0
784,100.0,100.0
785,100.0,100.0
786,100.0,100.0
787,100.0,50.0
788,100.0,100.0
789,100.0,87.5
790,100.0,75.0
791,100.0,75.0
792,100.0,100.0
793,100.0,100.0
794,100.0,100.0
795,100.0,100.0
796,100.0,100.0
797,100.0,50.0
798,100.0,100.0
799,100.0,100.0
800,100.0,50.0
801,100.0,75.0
802,100.0,33.33333333333333
803,100.0,75.0
804,100.0,33.33333333333333
805,100.0,100.0
806,100.0,75.0
807,100.0,100.0
808,100.0,100.0
809,100.0,75.0
810,100.0,100.0
811,100.0,66.66666666666666
812,100.0,68.75
813,100.0,47.222222222222214
814,100.0,100.0
815,100.0,100.0
816,100.0,85.0
817,100.0,79.16666666666666
818,100.0,100.0
819,100.0,75.0
820,50.0,50.0
821,100.0,75.0
822,100.0,75.0
823,100.0,50.0
824,100.0,100.0
825,100.0,100.0
826,100.0,100.0
827,100.0,100.0
828,100.0,100.0
829,100.0,66.66666666666666
830,100.0,100.0
831,100.0,87.5
832,100.0,100.0
833,100.0,33.33333333333333
834,100.0,100.0
835,100.0,100.0
836,100.0,100.0
837,100.0,100.0
838,100.0,100.0
839,100.0,100.0
840,100.0,100.0
841,100.0,100.0
842,100.0,100.0
843,100.0,100.0
844,100.0,100.0
845,100.0,100.0
846,100.0,87.5
847,100.0,91.66666666666666
848,100.0,100.0
849,100.0,87.5
850,100.0,83.33333333333333
851,100.0,100.0
852,100.0,69.44444444444446
853,100.0,100.0
854,100.0,100.0
855,100.0,100.0
856,100.0,50.0
857,100.0,100.0
858,100.0,83.33333333333334
859,100.0,100.0
860,100.0,50.0
861,100.0,100.0
862,100.0,66.66666666666666
863,100.0,100.0
864,100.0,66.66666666666666
865,100.0,100.0
866,100.0,100.0
867,100.0,75.0
868,100.0,100.0
869,100.0,100.0
870,100.0,100.0
871,100.0,66.66666666666666
872,100.0,100.0
873,100.0,100.0
874,100.0,100.0
875,100.0,100.0
876,100.0,100.0
877,100.0,66.66666666666666
878,100.0,88.88888888888889
879,100.0,87.5
880,66.66666666666666,66.66666666666666
881,100.0,100.0
882,100.0,83.33333333333334
883,100.0,80.0
884,100.0,100.0
885,100.0,100.0
886,100.0,100.0
887,100.0,90.47619047619048
888,100.0,100.0
889,100.0,100.0
890,100.0,100.0
891,100.0,100.0
892,100.0,100.0
893,100.0,83.33333333333334
894,100.0,100.0
895,100.0,100.0
896,100.0,83.33333333333334
897,100.0,100.0
898,100.0,50.0
899,100.0,100.0
900,100.0,75.0
901,100.0,50.0
902,100.0,94.44444444444444
903,100.0,83.33333333333334
904,100.0,100.0
905,100.0,100.0
906,100.0,100.0
907,100.0,100.0
908,100.0,100.0
909,100.0,100.0
910,100.0,50.0
911,100.0,100.0
912,100.0,100.0
913,100.0,87.5
914,100.0,33.33333333333333
915,100.0,100.0
916,100.0,33.33333333333333
917,100.0,87.5
918,100.0,50.0
919,100.0,100.0
920,100.0,62.5
921,100.0,66.66666666666666
922,100.0,100.0
923,100.0,100.0
924,100.0,75.0
925,100.0,81.24999999999999
926,100.0,83.33333333333334
927,100.0,100.0
928,80.0,80.0
929,100.0,50.0
930,100.0,83.33333333333334
931,100.0,100.0
932,100.0,77.08333333333334
933,100.0,100.0
934,100.0,82.22222222222221
935,100.0,100.0
936,100.0,83.33333333333333
937,100.0,100.0
938,100.0,100.0
939,100.0,100.0
940,100.0,100.0
941,100.0,100.0
942,100.0,100.0
943,100.0,83.33333333333334
944,100.0,75.0
945,100.0,100.0
946,100.0,100.0
947,100.0,100.0
948,100.0,83.33333333333333
949,100.0,83.33333333333333
950,100.0,100.0
951,100.0,33.33333333333333
952,100.0,33.33333333333333
953,100.0,88.09523809523809
954,100.0,66.66666666666666
955,100.0,66.66666666666666
956,100.0,100.0
957,100.0,100.0
958,100.0,100.0
959,100.0,100.0
960,100.0,100.0
961,100.0,100.0
962,100.0,100.0
963,100.0,50.0
964,100.0,100.0
965,100.0,100.0
966,100.0,100.0
967,100.0,100.0
968,100.0,85.71428571428574
969,100.0,100.0
970,100.0,100.0
971,100.0,100.0
972,100.0,100.0
973,100.0,100.0
974,100.0,50.0
975,100.0,50.0
976,100.0,100.0
977,100.0,100.0
978,100.0,100.0
979,100.0,87.5
980,100.0,88.8888888888889
981,100.0,100.0
982,100.0,100.0
983,100.0,100.0
984,100.0,91.66666666666667
985,100.0,100.0
986,100.0,50.0
987,100.0,100.0
988,100.0,75.0
989,100.0,50.0
990,100.0,100.0
991,100.0,100.0
992,100.0,91.66666666666666
993,100.0,50.0
994,100.0,100.0
995,100.0,75.0
996,100.0,33.33333333333333
997,100.0,100.0
998,100.0,100.0
999,100.0,100.0
1000,100.0,100.0
1001,100.0,75.0
1002,100.0,66.66666666666666
1003,100.0,50.0
1004,100.0,100.0
1005,100.0,100.0
1006,100.0,100.0
1007,100.0,93.75
1008,100.0,100.0
1009,83.33333333333334,75.0
1010,100.0,86.1111111111111
1011,100.0,91.66666666666666
1012,100.0,90.0
1013,100.0,91.66666666666666
1014,100.0,83.33333333333334
1015,100.0,86.36363636363636
1016,100.0,100.0
1017,100.0,75.0
1018,100.0,81.25
1019,91.66666666666666,83.33333333333334
1020,100.0,90.0
1021,100.0,89.39393939393938
1022,100.0,92.66666666666666
1023,100.0,100.0
1024,100.0,100.0
1025,100.0,100.0
1026,100.0,100.0
1027,100.0,100.0
1028,100.0,61.11111111111111
1029,100.0,100.0
1030,100.0,100.0
1031,100.0,50.0
1032,100.0,100.0
1033,100.0,50.0
1034,100.0,75.0
1035,100.0,100.0
1036,100.0,50.0
1037,100.0,100.0
1038,100.0,100.0
1039,100.0,100.0
1040,100.0,100.0
1041,100.0,50.0
1042,100.0,100.0
1043,100.0,100.0
1044,100.0,75.0
1045,100.0,100.0
1046,100.0,53.333333333333336
1047,100.0,100.0
1048,100.0,33.33333333333333
1049,100.0,100.0
1050,100.0,100.0
1051,100.0,100.0
1052,100.0,100.0
1053,100.0,100.0
1054,100.0,100.0
1055,100.0,90.0
1056,100.0,100.0
1057,100.0,61.11111111111111
1058,100.0,100.0
1059,100.0,70.83333333333334
1060,100.0,87.5
1061,100.0,100.0
1062,100.0,100.0
1063,100.0,50.0
1064,100.0,77.77777777777777
1065,100.0,100.0
1066,100.0,50.0
1067,100.0,100.0
1068,100.0,50.0
1069,100.0,100.0
1070,100.0,100.0
1071,100.0,100.0
1072,100.0,100.0
1073,100.0,50.0
1074,100.0,100.0
1075,100.0,50.0
1076,100.0,91.66666666666666
1077,100.0,75.0
1078,100.0,75.0
1079,100.0,85.83333333333331
1080,100.0,100.0
1081,100.0,83.33333333333334
1082,100.0,76.66666666666666
1083,100.0,83.33333333333333
1084,100.0,77.77777777777777
1085,100.0,77.77777777777779
1086,100.0,33.33333333333333
1087,100.0,75.0
1088,100.0,55.55555555555555
1089,100.0,83.33333333333334
1090,100.0,87.5
1091,100.0,75.0
1092,100.0,62.5
1093,100.0,100.0
1094,100.0,100.0
1095,100.0,100.0
1096,100.0,50.0
1097,100.0,77.77777777777777
1098,100.0,50.0
1099,100.0,50.0
1100,100.0,100.0
1101,100.0,100.0
1102,100.0,50.0
1103,100.0,50.0
1104,100.0,50.0
1105,100.0,100.0
1106,100.0,33.33333333333333
1107,100.0,100.0
1108,100.0,100.0
1109,100.0,100.0
1110,100.0,66.66666666666666
1111,100.0,100.0
1112,100.0,50.0
1113,100.0,100.0
1114,100.0,100.0
1115,100.0,100.0
1116,100.0,100.0
1117,100.0,75.0
1118,100.0,83.33333333333334
1119,100.0,100.0
1120,100.0,100.0
1121,75.0,75.0
1122,100.0,100.0
1123,100.0,33.33333333333333
1124,100.0,50.0
1125,100.0,100.0
1126,100.0,100.0
1127,100.0,100.0
1128,100.0,33.33333333333333
1129,100.0,50.0
1130,100.0,100.0
1131,100.0,50.0
1132,100.0,100.0
1133,100.0,100.0
1134,100.0,100.0
1135,100.0,100.0
1136,100.0,100.0
1137,100.0,75.0
1138,100.0,50.0
1139,100.0,100.0
1140,100.0,100.0
1141,100.0,100.0
1142,100.0,50.0
1143,100.0,75.0
1144,100.0,61.11111111111111
1145,100.0,100.0
1146,100.0,100.0
1147,100.0,25.0
1148,100.0,83.33333333333334
1149,100.0,100.0
1150,100.0,100.0
1151,100.0,75.0
1152,100.0,73.33333333333334
1153,100.0,100.0
1154,100.0,33.33333333333333
1155,100.0,100.0
1156,100.0,100.0
1157,100.0,33.33333333333333
1158,100.0,100.0
1159,100.0,41.666666666666664
1160,100.0,50.0
1161,100.0,83.33333333333334
1162,100.0,100.0
1163,100.0,79.16666666666666
1164,100.0,88.88888888888889
1165,100.0,86.1111111111111
1166,100.0,75.0
1167,100.0,100.0
1168,100.0,50.0
1169,100.0,75.0
1170,100.0,100.0
1171,100.0,100.0
1172,100.0,100.0
1173,100.0,100.0
1174,100.0,50.0
1175,100.0,75.0
1176,100.0,83.33333333333334
1177,100.0,100.0
1178,100.0,100.0
1179,100.0,100.0
1180,100.0,100.0
1181,100.0,100.0
1182,100.0,100.0
1183,100.0,50.0
1184,100.0,83.33333333333333
1185,100.0,100.0
1186,100.0,100.0
1187,100.0,66.66666666666666
1188,100.0,50.0
1189,100.0,100.0
1190,100.0,66.66666666666666
1191,100.0,80.0
1192,91.66666666666669,74.30555555555557
1193,100.0,90.47619047619048
1194,100.0,87.5
1195,100.0,100.0
1196,100.0,100.0
1197,100.0,75.0
1198,100.0,100.0
1199,100.0,100.0
1200,100.0,100.0
1201,100.0,100.0
1202,100.0,83.33333333333334
1203,100.0,100.0
1204,100.0,100.0
1205,100.0,100.0
1206,100.0,96.66666666666669
1207,100.0,87.5
1208,100.0,100.0
1209,100.0,100.0
1210,100.0,90.47619047619048
1211,100.0,100.0
1212,100.0,61.66666666666666
1213,100.0,75.0
1214,100.0,75.0
1215,100.0,66.66666666666666
1216,100.0,83.33333333333333
1217,100.0,87.5
1218,100.0,100.0
1219,100.0,76.66666666666666
1220,100.0,75.0
1221,100.0,91.66666666666666
1222,100.0,89.58333333333334
1223,100.0,100.0
1224,100.0,88.0952380952381
1225,100.0,100.0
1226,100.0,61.11111111111111
1227,100.0,70.83333333333334
1228,100.0,75.0
1229,100.0,100.0
1230,100.0,91.66666666666666
1231,100.0,92.85714285714286
1232,100.0,91.66666666666666
1233,100.0,100.0
1234,100.0,100.0
1235,66.66666666666666,27.777777777777775
